username,screen_name,created_at,retweets,likes,cleaned_text,sentiment
gearcloudy,gearcloudy,Sat Jan 25 22:17:19 +0000 2025,1,3,kami semua mematuhi apa yang islam ajarkan sedangkan dengan sombongnya bilang kalau warga palestina mau tinggal disini jangankan warga palestina wong orang indonesia aja lebih kepengen kaburajadulu face savoring food,positive
ocha 🍉 ʕ •ᴥ•ʔ,annyeong_rosie,Sat Jan 25 18:45:41 +0000 2025,0,0,njir masa nicsap ikutan kaburajadulu,positive
rav ♡,pwinxrv,Sat Jan 25 18:27:47 +0000 2025,0,1,gak mauuu tetep pgn kaburajadulu,positive
Arief Ibrahim,AI_AriefIbrahim,Sat Jan 25 14:54:19 +0000 2025,0,0,kumpulin disini nambah fitur kaburajadulu ai mimin yang siap membantumu kabur aja dulu ke negri impian anjay,negative
W!!,drivenby_lust,Sat Jan 25 13:23:43 +0000 2025,0,0,gaskeun biy memang mending kaburajadulu buat 5 tahun ini,positive
Stanislaus J. Pinasthika,iam__stanis,Sat Jan 25 12:09:31 +0000 2025,0,0,apa anda menyuruh saya untuk kaburajadulu rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
Clair 光,lynxluna,Sat Jan 25 11:23:03 +0000 2025,0,6,heatwarming sekali kaburajadulu mainstream gini grinning squinting face,positive
Ariel,_excelsus,Sat Jan 25 11:14:15 +0000 2025,0,3,kaburajadulu lu sendirian tenggelam ogah gue,positive
roca,rocaf0rt,Sat Jan 25 11:09:24 +0000 2025,2010,13530,buat yang mau kaburajadulu via jalur studi secara spesifik mau ambil s2 di inggris dan gak mau pake beasiswa yang terikat seperti lpdp amp chevening kampus gw university of leeds di 2025 ini provide 500 slot beasiswa untuk international students kuliah s2 di leeds tahun,neutral
Riza,RizaRidho,Sat Jan 25 10:51:07 +0000 2025,0,0,merasa hebat banyak pendukung masuk pilkada merasa hebat banyak pendukung masuk pilcaleg alternatif lain selain kaburajadulu,positive
IndonesianWorkingAbroad,IndoWorkAbroad,Sat Jan 25 08:57:13 +0000 2025,1,37,jadi harusnya gmn saat interview studio microphone kaburajadulu apa aja yg perlu di prepare sabtu depan admin akan bahas dgn detail pertanyaan2 klasik di interview amp tips agar bisa lolos lets go show indonesian talents to the world airplane,neutral
IndonesianWorkingAbroad,IndoWorkAbroad,Sat Jan 25 08:57:10 +0000 2025,175,1054,ada bbrp org indonesia yg pernah interview di kantor kaburajadulu european union united kingdom ngobrol2 sama recruiter ini alasan yg bikin org indonesia sering di tolak walaupun punya pengalaman di unicorn ini thread utk kamu yg mau apply di company eropa thread,neutral
ꦇꦁ ∞,inganggita,Sat Jan 25 03:08:41 +0000 2025,12,38,salah satu pihak yg glorifikasi kerja fisik bukannya yg krmarin2 pada nyaranin kerja whv di aussy ya itu kan literally kerja fisik banyak juga yg kasih tips kerja blue collar di luar negeri yg penting kaburajadulu,positive
abe cekutt📌,ggwellpray,Fri Jan 24 16:39:38 +0000 2025,13,190,akhirnya bisa cabut beneran dari indo tahun ini hahaha loudly crying face loudly crying face loudly crying face kaburajadulu,positive
Arief Ibrahim,AI_AriefIbrahim,Fri Jan 24 16:24:46 +0000 2025,3,16,kontribusi kecil buat yang mau kaburajadulu ke negara impian kamu mimin kaburajadulu siap memandu cekidot dimari yak gratis harap maklum grinning face with smiling eyes victory hand,neutral
∆v,ariefrahman_,Fri Jan 24 14:35:54 +0000 2025,0,0,walah kejauhan lah yon lu berencana kaburajadulu yak gaslah aamiin aamiin thanks u too,negative
bisot palawaruka | ᨅᨗᨔᨚᨈᨛ ᨄᨒᨓᨑᨘᨀ 🇮🇩🇵🇸,bisot,Fri Jan 24 12:18:18 +0000 2025,1,1,kaburajadulu fenomena brain drain dan strategi persiapan karier,positive
★,midnigstrain,Fri Jan 24 07:32:05 +0000 2025,0,0,mau kaburajadulu kemana ya,positive
Mas Zone,ZoneVenomWar,Fri Jan 24 07:06:16 +0000 2025,2,0,negara tujuan kaburajadulu,positive
Bu Ustajah Anti Saru 🛸👽,einedame,Fri Jan 24 03:28:01 +0000 2025,0,5,yang pada mau kaburajadulu ke amerika nih keknya makin susah ya mana anakanak dari pemilik h1b visa ga bakal otomatis dapet citizenship pulak ga bisa semenamena melahirkan di us juga demi anaknya bisa dapet paspor biru,positive
93degree,_93degree,Fri Jan 24 02:44:12 +0000 2025,9,58,aku bukan awardee fulbrght tapi sangat merekomendasikan buat yang mau kaburajadulu at least 2 tahun tipsnya gak usah incer ivy league smiling face nilai toefl min 100 test lain disetarain aja kemungkinannya besar buat diterima sm kampus di usnya,negative
Erik Hidayanto,DemiNamaObul,Fri Jan 24 00:46:49 +0000 2025,0,0,memanggil para penggiat kaburajadulu,positive
L is for 林,lonebluewolf_,Thu Jan 23 22:19:01 +0000 2025,0,1,semangat pagi timbul bukan karena telepon dari doi tapi karena lowongan di luar negeri uhuy kaburajadulu,positive
RdMAkbar,rdmakbar,Thu Jan 23 15:45:10 +0000 2025,23,137,singapore mahal banget ya atas nilai household income yg sama 2000adult yg di uk amp us termasuk kelas menengah di sg masuknya kelas bawah di jp hampir masuk kelas atas referensi kaburajadulu,positive
biru🦋,birujunge,Thu Jan 23 15:01:46 +0000 2025,0,3,kuniatkan kaburajadulu itu gatau ya nnt tbtb di negara mana saya berlabuh in the next 2 years folded hands,positive
Nhunaiya,Nunu1412,Thu Jan 23 14:53:37 +0000 2025,0,0,pengen naik kapal laut di liar negeri kaburajadulu eh,positive
Yuds,duyduibudui,Thu Jan 23 13:26:53 +0000 2025,0,20,info kaburajadulu olahragane dikejar drone,positive
Moku,Mokumonsta,Thu Jan 23 11:00:19 +0000 2025,0,1,2 digit itu range nya luas ya 99jt 500 pun masih 2 digit good luck finding orang yang mau gaji lu segitu tanpa timbal balik yang sesuai smiling face with hearts tapi gua sih selalu encourage buat kaburajadulu dari indo sih hehe,negative
iHan,han_rnarn,Thu Jan 23 10:52:42 +0000 2025,0,1,kaburajadulu worth it sih skull,positive
rio,xoeman33,Thu Jan 23 05:56:39 +0000 2025,0,0,langsung gas tes apa yak biar bisa kaburajadulu rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
Alif Samudra,ChiyoDewa,Thu Jan 23 03:07:25 +0000 2025,0,0,sudah terang terangan kayak gini yuk segera kaburajadulu atau paling engga mulai kompakin perlawanan,positive
wongpenghong,loneTiger21,Thu Jan 23 01:35:06 +0000 2025,0,1,aaminn makasih kak rolling on the floor laughing akhirnyo mewujudkan kaburajadulu,negative
Wahyu Putra Ramadhan,wahyuputra19,Wed Jan 22 17:47:51 +0000 2025,0,1,kalau pak karno bung tomo dan jendral sudirman masih hidup mungkin mereka prefer kaburajadulu daripada ikut perang atau orasi,positive
ZR 💙,ijul_fikar,Wed Jan 22 16:25:13 +0000 2025,0,0,jadi melewatkan beberapa kesempatan kaburajadulu karena level masih cetek smiling face with tear pensive face disappointed face confused face,positive
ruii,ruiinyourheart,Wed Jan 22 16:02:58 +0000 2025,0,0,infokan loker buat sma jlpt n3 loudly crying face loudly crying face folded hands light skin tone folded hands light skin tone kaburajadulu,positive
George.,gwynethpalthow,Wed Jan 22 13:13:39 +0000 2025,0,0,ayo nyicil biar bisa kaburajadulu,neutral
Fasih | Kelas Bahasa Jepang Online,kelasfasih,Wed Jan 22 12:21:49 +0000 2025,1,3,terlepas dari siapa tokoh yang sedang diberitakan di sini hukum perlindungan buruh di jepang emang patut diacungi jempol thumbs up mediumlight skin tone fasih mau kasih insight deh kenapa jepang bisa jadi negara yang worth it kalo kamu mau kaburajadulu japan,negative
Darth vatter,harem1796,Wed Jan 22 06:44:33 +0000 2025,0,0,diketawain orang2 kaburajadulu ini berita,positive
ᮐᮊᮤ。ハヤザキ。🍉。🇵🇸,hayazakitwt,Wed Jan 22 03:02:06 +0000 2025,1,6,indonesia emang ga becus preventif kaburajadulu,positive
۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫۫,hakk4man,Tue Jan 21 17:47:55 +0000 2025,0,0,tapi intinya noted lah either ngusahain punya mobil dan atau rumah dulu sebelum nikah atau langsung kaburajadulu ke negara yg transumnya layak buat kemana2 termasuk safety buat ibu hamil dan anak2 best effort mengusahakan semuanya face with spiral eyes,negative
λ-4,kultwitdulu,Tue Jan 21 16:46:13 +0000 2025,0,0,biar bisa make hastag kaburajadulu,positive
Travel Addict,traveladdictidn,Tue Jan 21 10:45:47 +0000 2025,0,1,apakah di sini ada yang butuh info apply visa buat kaburajadulu ke kanada us atau eropa,neutral
タシア,natasiamarpaung,Tue Jan 21 10:35:26 +0000 2025,0,0,lebih baik hatihati sama narasi kaburajadulu teliti baikbaik salahsalah malah hidup lu makin susah dan yang ngajak kabur aja dulu ga tanggung jawabz jaman skrg perlu skeptis sama segala sesuatu supaya ga ketipu,positive
BunBuns 🍞,joullybeans,Tue Jan 21 07:29:11 +0000 2025,0,0,save dulu aja siapa tau ada rezekinya bisa kaburajadulu,neutral
q,mur1997qi,Tue Jan 21 03:55:17 +0000 2025,0,0,urg juga tau gini mending jadi jongos di kapal pesiar merayakan gerakan kaburajadulu,positive
Mas Zone,ZoneVenomWar,Tue Jan 21 03:14:32 +0000 2025,0,0,yuk kaburajadulu ke us,neutral
Silvia,riantisilvi,Tue Jan 21 02:50:23 +0000 2025,0,6,udah ngerasain kaburajadulu trus balik bentar 50 nyesel 50 nya bersyukur gw lagi di indo pada saat bapak sedang sekarat dan berujung wafat seenggaknya perjalanan dari jakarta ga selama kalo gw nyangkut di imigrasi for whatever weird coincidences tantangannya adalah,negative
bean🧸🎀,yurhiku,Tue Jan 21 02:29:51 +0000 2025,0,0,yuk tahun depan kaburajadulu,neutral
roca,rocaf0rt,Mon Jan 20 16:41:41 +0000 2025,0,5,dengan dinamika indo yang makin bobrok ini ternyata bokap amp nyokap bener2 support gw buat kaburajadulu via jalur kuliah ini handshake handshake handshake,negative
lucio,playboy_jihadi,Mon Jan 20 12:36:48 +0000 2025,0,0,dah kaburajadulu coeg mau gw share loker sini g face with tears of joy,positive
Adib Susila Siraj,adibssiraj,Mon Jan 20 12:13:51 +0000 2025,0,1,biasa kayak kasus firli bahuri juga kabar kabur bisabisa ntar pada kabur beneran kayak harun mas iku kaburajadulu,positive
Republic🚩 #AbolishTheMonarchy,Realinfidel12,Mon Jan 20 11:34:20 +0000 2025,0,0,3 white supremacist anti aborsi anti kaum lagibete anti porno sama anti sjw woke pemimis gw setuju soal gambaran society ideal ala mereka dimana orang nikah sama rasnya sendiri dan hidup di wilayahnya sendiri gak ngadi2 pengen imigrasi pakai hashtag kaburajadulu,positive
黄国儿 panggil Bangga 🍉,banggavann,Mon Jan 20 11:08:16 +0000 2025,0,3,akhirnya ada alasan tepat untuk kaburajadulu ke norwwei yaitu supaya kalo puasa cepet berbukanya poke,positive
黄国儿 panggil Bangga 🍉,banggavann,Mon Jan 20 11:04:02 +0000 2025,0,0,capek gasih mas sennn bawa aku kaburajadulu dong siap jadi aspri,positive
Bunga Matahari ひまわり🌻🌻🌻,bungaamatahaari,Mon Jan 20 10:57:39 +0000 2025,0,0,sebagai seorang yang pernah menjadi guru smk aku nyaranin mending berkarir di jepang nder loudly crying face dilihat dari guru seniorku yang rata2 diangkat jadi asn setelah 5810 tahun bahkan ada yang sampe sekarang belom jadi asn padahal usianya udah tua dan aku memutuskan untuk kaburajadulu,positive
arnnl,arinanl,Mon Jan 20 10:08:23 +0000 2025,0,0,mumet aku sembuh deh kayanya kalau ke sing 5 hari gimana caranya kaburajadulu ke sing aku harus belajar apa dulu sih,positive
Dhany,legoooAhhh,Mon Jan 20 07:24:52 +0000 2025,0,0,hahaha loudly crying face uda cape nampar orang terus program kaburajadulu,positive
Afra,AfraSpace,Mon Jan 20 07:23:29 +0000 2025,0,0,mau ikutan kaburajadulu kalik pak menteri tu face with tears of joy,positive
יִצְחָק,EJattIsHere,Mon Jan 20 06:55:39 +0000 2025,0,0,rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing sapa gagal pmx ke presiden fufufafa kaki joget tu makan gratis pun tak selesai ada hati nak kutuk negara lain kalau negara kau bagus takdenya rakyat kau buat status kaburajadulu,positive
al-pian,fiantafs,Mon Jan 20 05:34:36 +0000 2025,0,0,wkwkwk sekelas menteri bidang pendidikan lo ini rolling on the floor laughing rolling on the floor laughing plis nyicil belajar bahasa asing ges sapatau ikutan kaburajadulu,positive
japrun 🏃🏻‍♂️💨✨,japuccinoo,Mon Jan 20 04:47:09 +0000 2025,0,1,malay buat merealisasikan hashtag kaburajadulu,positive
train washer,trainwasher,Mon Jan 20 04:15:00 +0000 2025,0,2,dari mulai yg janji jalan kaki jogjajakarta sampai yg terbaru kaburajadulu belum ada yg kejadian rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
Mas Zone,ZoneVenomWar,Mon Jan 20 04:05:51 +0000 2025,1,3,yang mau kaburajadulu versi artis amrik,positive
21stof3 🍉,twentyfirstof3,Sun Jan 19 21:39:09 +0000 2025,0,1,emang salah lahir aja sih nder oportunity di sini ga gede mana pemerintahnya korup jadinya gtu you beed to kaburajadulu memang kl benaran pengen dpt kssempatan lbh besar,positive
Mas Zone,ZoneVenomWar,Sun Jan 19 13:24:23 +0000 2025,2,0,tukar sama yang mau kaburajadulu,positive
Aim.,layongbitsi,Sun Jan 19 10:31:56 +0000 2025,0,1,sedang proses apply scholarships ke empat negara berbeda dalam rangka mewujudkan kaburajadulu tahun ini,neutral
Khai Zen,furaryy,Sun Jan 19 08:51:12 +0000 2025,0,1,sebab orang tak tau lagi ko up dalam fb nanti beria orang malaysia akan maki juga bawak bawaklah scroll berlambak warga ko duk mengutuk malaysia tapi berangan nak hidup kat sini siap buat hashtag kaburajadulu nak lari secara haram kat malaysia,positive
latip,lathipiyoo,Sun Jan 19 08:20:10 +0000 2025,0,0,thank udah sedikit memberi support kepada resolusi gw untuk kaburajadulu,negative
Dhany,legoooAhhh,Sun Jan 19 07:03:00 +0000 2025,1,1,negara dikelola dengan sangat anehnya dan saya masih sangat strugle untuk pergi kapan yaaa kaburajadulu,positive
txtfromIR (Si Kuning),txtfromIR,Sun Jan 19 04:38:01 +0000 2025,1,1,awkwkwk kaburajadulu versi ruski,positive
Mas Zone,ZoneVenomWar,Sun Jan 19 03:07:41 +0000 2025,2,1,yuk kaburajadulu ke ny,positive
💤,sunjaejubbb,Sun Jan 19 03:04:00 +0000 2025,0,0,gua bingung bahkan slum di bkk diliat dari atas rapih banget di jkt lebih mirip sama kampung padat penduduk dan ada paud gratisnya jauhhhhh lebih bagus dari beberapa paudplaygroup berbayar di indo kaburajadulu,negative
ngambis jlpt || info training qa/qc/rnd cek bio,txtdarirnd,Sun Jan 19 00:43:36 +0000 2025,4,3,haloo kalo ada yg minat free subscription funpik aplikasi belajar bahasa korea bisa dm yaa untuk kode promonya keunggulan utama pake funpik materi lengkap dari hangeul sampe topik prep ada semua kaburajadulu,neutral
Hanif,50HzPower,Sat Jan 18 17:47:11 +0000 2025,0,0,pindah timezone kaburajadulu,positive
Reza Engineering,rezak500,Sat Jan 18 17:45:45 +0000 2025,0,0,malay sepertinya oke untuk kaburajadulu,positive
Ra,purpylrus,Sat Jan 18 16:44:27 +0000 2025,0,0,emang madura yang terpelajar kebanyakan menerapkan kaburajadulu alias merantau gamau berbaur sm org di kampungnya sedangkan org2 kampungnya keras kepala gamau diubah sifat buruknya tbtb nantangin carok wkwkwk,positive
ᶻ 𝗓 𐰁 .ᐟ🍉🇵🇸,simpjayhoon,Sat Jan 18 15:50:06 +0000 2025,0,1,yaallah lancarkanlah semua wni yang mau kaburajadulu demi cari kehidupan yang lebih baik aamiin loudly crying face folded hands light skin tone,positive
Mas Zone,ZoneVenomWar,Sat Jan 18 15:19:31 +0000 2025,2,0,yuk kaburajadulu ke amerika,positive
Syarif Riyadi,SyRiyadi,Sat Jan 18 15:18:24 +0000 2025,0,1,kaburajadulu lagi trending imho kontribusi utk negara tidak harus dari dalam negeri justru dgn berada di luar tidak menjadi bagian dari sistem kita punya perspektif lain what do you think,neutral
Mas Zone,ZoneVenomWar,Sat Jan 18 14:51:40 +0000 2025,1,1,yuk kaburajadulu ke amerika,positive
iksn,iksn5412,Sat Jan 18 14:40:56 +0000 2025,0,0,kayaknya tagar kaburajadulu lebih make sense,positive
X,umbotheread,Sat Jan 18 14:08:24 +0000 2025,0,0,yaallah kerjaan ini kaya ga abisabis tapi kalau ga kerja ga bisa kaburajadulu smiling face with tear,negative
gearcloudy,gearcloudy,Sat Jan 18 13:37:45 +0000 2025,1,2,kirakira ada tips buat lulusan smk bisa pindah ke malaysia smiling face with tear beneran mau kaburajadulu,neutral
snorlax,bbrkcang,Sat Jan 18 13:34:34 +0000 2025,0,0,infokan loker di malaysia pakcikmakcik kaburajadulu,positive
sawar,sawar1886390,Sat Jan 18 13:33:55 +0000 2025,0,0,kl ada kesempatan tuk kabur dan jadi wn negara lain yg lbh baikpengenkaburajadulu,positive
nadezhda,kitatemenanajay,Sat Jan 18 12:36:26 +0000 2025,0,1,gw lah pengikut kaburajadulu tersebut,positive
irvine,irvinaffandi66,Sat Jan 18 12:27:25 +0000 2025,0,0,kaburajadulu gas ke amerikan,positive
q,mur1997qi,Sat Jan 18 11:40:02 +0000 2025,0,3,ternyata gerakan kaburajadulu sudah ada sedjak zaman nabi musa,positive
q,mur1997qi,Sat Jan 18 11:29:19 +0000 2025,0,0,misal pernah apa waktu itu sebagian penduduknya ada yang kaburajadulu misal ke denmark hidup bahagia di sana dan ga kepikiran untuk pulang karena gamau menukar segala kebaikan yg ada di denmark,positive
IndonesianWorkingAbroad,IndoWorkAbroad,Sat Jan 18 10:43:14 +0000 2025,7,81,boleh nih lowongan digital marketing lumayan banyak tapi pr juga cari info company mana yg sponsor visa nanti kalo udh tembus 30k followers admin bakal tweet lebih banyak tentang non tech roles di tech company eropa kaburajadulu,neutral
shepherd,grebekwarkop,Sat Jan 18 07:34:56 +0000 2025,0,0,salah satu metode kaburajadulu mending mati jadi tentara negara lain daripada mati perlahan karena middle class sedang dimiskinkan rezim,positive
Naufalandcheetah,mnaufaldillah,Sat Jan 18 07:24:11 +0000 2025,0,1,kalau perlu adakan program kaburajadulu yang disubsidi pemerintah,positive
Giggly Georgy,DakotaGeorgy,Sat Jan 18 06:46:36 +0000 2025,2,1,kaburajadulu ke afrika dong face with tears of joy,positive
Mas Zone,ZoneVenomWar,Sat Jan 18 05:28:43 +0000 2025,11,34,afrika kalau bisa mandiri bisa repot itu eropa tapi gapapa gw dukung yang mau kaburajadulu ke eropa,positive
selahan mio,kangGerinda,Sat Jan 18 05:21:46 +0000 2025,0,0,iya sih kaburajadulu tapi ga gini juga face with tears of joy,neutral
esha,giemoreng,Sat Jan 18 05:19:47 +0000 2025,0,1,kaburajadulu nya terlalu harfiah ini mah bener bener kabur aja dlu balik atau engganya urusan belakangan loudly crying face,positive
krammm,Ikrambukaniqram,Sat Jan 18 04:45:28 +0000 2025,0,1,orang indon aja mau kaburajadulu masa orang luar mau jadi indon,positive
アンヂニ🍒,cinnamongal8,Sat Jan 18 03:47:07 +0000 2025,0,0,gmn ya pen kaburajadulu udh gakuat bacain berita tololnya pemerintah indo,positive
Mother of Kitten,chey_yuanita,Sat Jan 18 02:40:29 +0000 2025,0,0,tiap hari ada aja berita dari pemerintah yang bikin kezel dan semakin pengen kaburajadulu face holding back tears,positive
OᗰᗩᑎG👌,Marko_Omang,Sat Jan 18 02:38:54 +0000 2025,0,0,jadi kaburajadulu gak nih rolling on the floor laughing rolling on the floor laughing ga usah jauhjauh ke europeusa bisa trial dulu ke timor leste kan katanya lebih maju face with hand over mouth,positive
yankee boy,youngbutcher94,Sat Jan 18 02:10:11 +0000 2025,0,1,gw yakin 50 tahun lagi jepang bakalan jadi salah satu provinsi di indonesia makannya gw seneng dan dukung progam kaburajadulu,negative
broudim ✳️,cutepabloik,Sat Jan 18 00:48:57 +0000 2025,0,0,kaburajadulu atau nih atau ga sichhh,positive
manifesting khaoslana,amaranthtb,Sat Jan 18 00:47:49 +0000 2025,0,0,asyikk berhasil kaburajadulu btw kalo pindah gini tiket ditanggu kah atau modal sendiri,negative
delilahxwsn,kucinggyatt,Sat Jan 18 00:30:43 +0000 2025,0,1,memang ga bakalan bjir loudly crying face ngapain juga optimis sama negara awut awutan begini makanya kaburajadulu,positive
skepticalhypothesis,toscabananaa,Sat Jan 18 00:08:15 +0000 2025,0,0,salah satu hal yg bikin fomo dari anak stem adalah bisa join the trend kaburajadulu,positive
